Tax transferee,Amount due,Tax years due,Date,Land use code,Census tract
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,746.33 ","201,120,122,013,201,000,000,000",11/1/2018,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$5,107.69 ","201,320,142,015,201,000,000,000",6/1/2021,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST, CUSTODIAN  FOR GSRAN-Z","$3,932.73 ","201,320,142,015,201,000,000,000",2/1/2020,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,638.91 ","201,420,152,016",2/1/2018,101,13121008500
,"$3,018.48 ","201,220,132,014",3/1/2015,101,13121008500
"GEORGIA TAX PAYMENTS, LLC","$7,560.13 ","20,122,013,201,420,100,000",11/1/2017,101,13121008500
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$1,227.63 ",2018,9/1/2021,101,13121008500
"GEORGIA TAX PAYMENTS, LLC","$2,802.67 ","20,152,016",11/1/2017,101,13121008500
,"$8,784.70 ","20,102,011",11/1/2016,105,13121006300
"InVesta Services LLC Christina Trust as Custodian, InVesta Services of GA Christina Trust as Custodian","$5,343.18 ","2,011,201,220,132,010",6/1/2016,101,13121006300
"GEORGIA TAX PAYMENTS, LLC","$4,323.79 ","2,010,201,120,122,010,000,000,000,000",11/1/2017,100,13121008500
"INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$5,496.15 ","201,320,182,019",11/1/2020,101,13121008500
"INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODAIN FOR GSRAN-Z","$5,863.40 ","201,320,182,019",3/1/2021,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST, CUSTODIAN  FOR GSRAN-Z","$5,199.95 ","2,013,201,420,162,010",2/1/2020,102,13121006300
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,207.81 ","2,012,201,320,142,010",6/1/2018,102,13121006300
"GEORGIA TAX PAYMENTS, LLC","$9,059.39 ","201,120,122,013,201,000,000,000",11/1/2017,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,128.65 ",2015,9/1/2017,101,13121008500
,"$6,203.72 ","2,008,200,920,102,010,000,000,000,000",8/1/2015,600,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,073.69 ","20,152,016",2/1/2018,102,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$9,816.75 ","201,120,122,013,201,000,000,000",11/1/2018,100,13121008500
"FIG as Custodian for FIG GA13, LLC and Secured Party","$1,403.28 ","20,172,018",3/1/2020,100,13121008500
,"$5,340.41 ","201,720,192,020",2/1/2022,100,13121008500
"PALLADIUM REALTY, LLC  C/O RIAH CAPITAL MANAGEMENT LLC","$3,207.51 ",2015,8/1/2017,102,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,418.16 ","2,013,201,420,152,010",2/1/2018,102,13121006300
"GAMMA BARITONE ASSETS, LLC","$12,058.49 ","2,012,201,320,142,010,000,000,000,000",12/1/2019,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODAIN FOR GSRAN-Z","$5,408.21 ","2,013,201,420,152,010,000,000,000,000",10/1/2020,100,13121006300
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$6,225.55 ","2,009,201,020,112,010,000,000,000,000",4/1/2016,300,13121008500
"Elite Capital Investments, LLC.","$2,977.70 ","2,012,201,320,142,010,000,000,000,000",12/1/2019,100,13121006300
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$4,105.12 ","20,082,009,201,020,100,000",6/1/2015,101,13121006300
"TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$12,281.68 ","20,102,011",5/1/2016,101,13121008500
PACES TITLE LLC,"$5,890.32 ","2,013,201,420,152,010,000,000,000,000",10/1/2020,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$10,864.17 ","2,015,201,620,172,010,000,000,000,000",9/1/2022,100,13121006300
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,517.93 ","20,122,013,201,420,100,000",2/1/2019,101,13121006300
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,204.72 ","20,122,013,201,420,100,000",6/1/2018,101,13121006300
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for  Granite Tax, LLC;InVesta Services of GA as custodian for Granite Tax, LLC","$2,782.85 ","20,122,013",3/1/2015,101,13121006300
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,139.15 ","20,192,020",11/1/2021,101,13121008500
,"$5,149.53 ","20,122,013,201,420,100,000",2/1/2019,101,13121008500
"2ND REDEMPTION, LLC","$9,726.89 ","20,122,013,201,420,100,000",12/1/2018,101,13121008500
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,594.05 ","20,122,013,201,420,100,000",3/1/2018,101,13121008500
"INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$7,668.87 ","20,112,012,201,320,100,000",4/1/2016,101,13121008500
"Investa Services of GA as custodian for Granite Tax, LLC",$735.82 ,2012,11/1/2015,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,879.77 ","201,120,122,013,201,000,000,000",12/1/2018,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$11,196.31 ","2,014,201,520,162,010,000,000,000,000",9/1/2021,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,239.48 ","201,420,152,016",2/1/2018,101,13121006300
"Investa Services of GA Christiana Trust as Custodian; InVesta Services of GA as Nominee for Fulton Tax Capital IV, LC; Investa Services, LLC / Christiana Trust as Custodian","$2,315.79 ","201,220,132,014",5/1/2015,622,13121006300
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,618.72 ","2,010,201,120,122,010,000,000,000,000",11/1/2017,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,875.99 ","2,014,201,520,162,010,000,000,000,000",9/1/2021,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,138.61 ","2,014,201,520,162,010,000,000,000,000",5/1/2022,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,345.59 ","2,014,201,520,162,010,000,000,000,000",8/1/2022,100,13121008500
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$8,295.48 ","201,120,122,013,201,000,000,000",9/1/2018,101,13121006300
InVesta Services of GA Christina Trust as Custodian,"$7,190.87 ","20,092,010,201,120,100,000",6/1/2016,100,13121008500
,"$20,722.61 ","201,120,122,013,201,000,000,000",6/1/2018,101,13121008500
,"$25,512.99 ","2,010,201,120,122,010,000,000,000,000",8/1/2017,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$12,476.40 ","2,012,201,320,142,010,000,000,000,000",9/1/2019,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$5,161.70 ","201,120,122,013,201,000,000,000",12/1/2018,101,13121008500
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,427.67 ","201,420,152,016",2/1/2018,101,13121006300
"TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$6,960.63 ","20,102,011",5/1/2016,101,13121008500
VESTA HOLDINGS I LLC AS NOMINEE FOR HEARTWOOD 11 LLC,"$1,452.78 ",2005,11/1/2015,100,13121008500
RIAH CAPITAL MANAGEMENT LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC,"$3,580.85 ","20,102,011",8/1/2016,100,13121008500
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$14,704.28 ","201,120,122,013,201,000,000,000",9/1/2018,101,13121006300
CAP MANAGEMENT GROUP LLC,"$2,516.35 ","20,172,018",2/1/2020,101,13121006300
"Investa as Nominee for Christiana Trust as Custodian for GSRAN-Z Investa Services, LLC / Christiana Trust as Custodian InVesta Services, LLC Servicer for Christiana Trst. Custodian for GSRAN-Z","$2,877.64 ","20,142,015",10/1/2016,101,13121008500
"GEORGIA TAX PAYMENTS, LLC","$2,253.72 ","2,010,201,120,122,010,000,000,000,000",10/1/2017,100,13121008500
,"$15,257.58 ","2,013,201,420,152,010",7/1/2018,349,13121008500
,"$36,319.20 ","2,010,201,120,122,010,000,000,000,000",8/1/2017,349,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$3,164.42 ","2,012,201,320,142,010",12/1/2016,101,13121008500
"GEORGIA TAX PAYMENTS, LLC","$2,253.73 ","2,010,201,120,122,010,000,000,000,000",10/1/2017,100,13121008500
"GEORGIA TAX PAYMENTS, LLC","$9,391.79 ","201,120,122,013,201,000,000,000",11/1/2017,101,13121008500
"GEORGIA TAX PAYMENTS, LLC","$13,084.94 ","2,010,201,120,122,010,000,000,000,000",11/1/2017,101,13121008500
"GEORGIA TAX PAYMENTS, LLC","$13,222.93 ","2,010,201,120,122,010,000,000,000,000",4/1/2018,101,13121008500
"InVesta Services, LLC Servicer for Christiana Trst. Custodian for GSRAN-Z","$11,768.72 ","20,172,018,201,920,200,000",10/1/2022,101,13121008500
"GEORGIA TAX PAYMENTS, LLC","$11,420.43 ","2,010,201,120,122,010,000,000,000,000",11/1/2017,101,13121008500
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS THE NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$10,671.73 ","20,102,011",5/1/2017,101,13121008500
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$1,249.32 ",2009,10/1/2016,101,13121008500
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$1,062.87 ",2014,3/1/2017,101,13121008500
"Elite Capital Investments, LLC.","$3,080.53 ","2,012,201,320,142,010,000,000,000,000",12/1/2019,100,13121006300
"InVesta Services, LLC Servicer for Christiana Trst. Custodian for GSRAN-Z","$5,406.11 ","2,017,201,920,202,020",10/1/2022,100,13121006300
,"$8,277.62 ","201,120,122,013,201,000,000,000",7/1/2018,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,966.26 ","201,120,122,013,201,000,000,000",11/1/2018,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,346.50 ","2,015,201,620,172,010",9/1/2019,102,13121008500
"InVesta Services, LLC Servicer for Christina Trst. Custodian for GSRAN-Z, InVesta Services LLC Christina Trust as Custodian, InVesta Services, LLC as Nominee for 2011 Sanat Capital, LLC","$11,428.15 ","20,112,012,201,320,100,000",6/1/2016,102,13121008500
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$11,508.27 ","2,013,201,420,152,010",2/1/2019,102,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$14,962.72 ","201,020,112,012,201,000,000,000",12/1/2017,101,13121006300
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$3,352.91 ","20,142,015",2/1/2017,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$8,205.24 ","20,112,012,201,320,100,000",12/1/2018,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$9,067.50 ","201,520,162,017,201,000,000,000",11/1/2021,101,13121008500
"TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$6,820.78 ","20,102,011",5/1/2016,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$4,870.62 ","201,320,142,015",11/1/2016,101,13121008500
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$10,455.39 ","201,120,122,013,201,000,000,000",9/1/2018,101,13121008500
"Elite Capital Investments, LLC.","$3,094.51 ","2,012,201,320,142,010,000,000,000,000",12/1/2019,100,13121006300
"Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for  Granite Tax, LLC","$1,229.71 ","20,122,013",4/1/2015,101,13121006300
"InVesta Services, LLC Servicer for Christina Trst. Custodian for GSRAN-Z, InVesta Services LLC Christina Trust as Custodian","$5,200.92 ","2,012,201,320,142,010",6/1/2016,101,13121006300
"GEORGIA TAX PAYMENTS, LLC","$13,562.29 ","2,010,201,120,122,010,000,000,000,000",10/1/2017,100,13121008500
"Elite Capital Investments, LLC.","$2,976.16 ","2,012,201,320,142,010,000,000,000,000",12/1/2019,100,13121006300
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$10,241.12 ","201,120,122,013,201,000,000,000",9/1/2018,101,13121008500
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$1,004.15 ","20,172,018",9/1/2020,100,13121008500
"GEORGIA TAX PAYMENTS, LLC","$4,000.11 ","2,010,201,120,122,010,000,000,000,000",11/1/2017,100,13121008500
"INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$2,465.84 ","201,320,142,015",8/1/2016,101,13121008500
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$2,005.41 ","20,132,014",3/1/2020,332,13121008500
,"$3,029.84 ","20,122,013",2/1/2015,101,13121008500
J. Malmin N. Malmin Attn: Allie Jett,"$11,811.48 ","2,008,200,920,102,010,000,000,000,000",11/1/2015,101,13121008500
"GEORGIA TAX PAYMENTS, LLC","$12,113.85 ","2,010,201,120,122,010,000,000,000,000",10/1/2017,101,13121008500
,"$25,087.63 ","200,920,102,011",11/1/2016,300,13121008500
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,452.57 ","20,142,015",3/1/2017,101,13121006300
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,056.25 ","201,320,142,015",4/1/2016,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,723.22 ","2,015,201,620,172,010,000,000,000,000",8/1/2022,101,13121006300
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,021.27 ","2,012,201,320,142,010,000,000,000,000",9/1/2019,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,099.43 ","201,120,122,013,201,000,000,000",12/1/2018,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,596.48 ","201,420,152,016",2/1/2018,101,13121008500
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$26,383.86 ","2,009,201,020,112,010,000,000,000,000",4/1/2016,102,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,259.68 ","201,120,122,013,201,000,000,000",11/1/2018,101,13121008500
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$1,993.45 ","2,009,201,020,112,010",9/1/2016,100,13121008500
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$1,928.31 ","2,009,201,020,112,010",4/1/2016,100,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$11,101.66 ","201,120,122,013,201,000,000,000",2/1/2019,101,13121008500
,"$10,275.16 ","20,092,010,201,120,100,000",2/1/2015,101,13121008500
"DELMONT 21, LLC ; THOMAS MURTOUGH, LLC MANAGER","$4,044.47 ","20,122,013,201,420,100,000",12/1/2017,100,13121008500
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$1,806.95 ","20,132,014",2/1/2018,101,13121006300
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$1,996.31 ","2,009,201,020,112,010",4/1/2016,100,13121008500
,"$22,909.50 ","2,009,201,020,112,010,000,000,000,000",10/1/2016,101,13121008500
,"$6,569.09 ","20,092,010,201,120,100,000",7/1/2015,101,13121008500
,"$8,480.78 ","20,122,013,201,420,100,000",4/1/2019,100,13121008500
"INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,046.24 ","201,320,152,016",2/1/2019,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,274.28 ","2,013,201,420,152,010",2/1/2019,101,13121008500
"RIAH CAPITAL MANAGEMENT, LLC, AS NOMINEE FOR FGMS FUND V, LP","$8,480.65 ","201,020,112,012",12/1/2016,101,13121008500
"RIAH CAPITAL MANAGEMENT, LLC, AS NOMINEE FOR FGMS FUND V, LP","$8,113.15 ","201,020,112,012",8/1/2015,101,13121008500
INVESTA SERVICES OF GA CHRISTINA TRUST AS CUSTODIAN,"$12,828.77 ","200,820,092,010,201,000,000,000",2/1/2016,100,13121008500
"DELMONT 21, LLC ; THOMAS MURTOUGH, LLC MANAGER","$3,757.11 ","2,013,201,420,152,010",12/1/2017,100,13121008500
"RIAH CAPITAL MANAGEMENT, LLC, AS NOMINEE FOR FGMS FUND V, LP","$14,881.10 ","2,009,201,020,112,010",12/1/2015,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,376.07 ","20,152,016,201,720,100,000",9/1/2022,100,13121008500
"DELMONT 21, LLC ; THOMAS MURTOUGH, LLC MANAGER","$4,367.47 ","2,010,201,120,122,010,000,000,000,000",12/1/2017,100,13121008500
"Elite Capital Investments , LLC.","$9,510.54 ","2,012,201,320,142,010,000,000,000,000",11/1/2019,100,13121006300
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$8,935.65 ","201,120,122,013,201,000,000,000",11/1/2018,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$11,992.97 ","201,120,122,013,201,000,000,000",10/1/2018,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$12,601.99 ","201,120,122,013,201,000,000,000",6/1/2019,101,13121008500
,"$30,356.57 ","2,010,201,120,122,010,000,000,000,000",8/1/2017,699,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$5,724.74 ","20,112,012,201,320,100,000",2/1/2019,101,13121008601
"GEORGIA TAX PAYMENTS, LLC","$3,482.55 ","2,010,201,120,122,010,000,000,000,000",11/1/2017,100,13121008500
,"$14,833.31 ","2,013,201,420,152,010",11/1/2018,699,13121008500
,"$14,537.21 ","2,013,201,420,152,010",7/1/2018,699,13121008500
"INVESTA SERVICES LLC, CHRISTINA TRUST AS CUSTODIAN; INVESTA SERVICES OF GA CHRISTINA TRUST AS CUSTODIAN; INVESTA SERVICES OF GA AS NOMINEE FOR FULTON COUNTY TAX CAPITAL IV, LC","$2,249.43 ","201,220,132,014",7/1/2015,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$1,500.01 ","2,015,201,620,172,020",9/1/2022,100,13121008500
,"$9,622.16 ","200,920,102,013",10/1/2016,699,13121008500
,"$14,547.13 ","2,013,201,420,152,010",7/1/2018,699,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,110.56 ","201,420,152,016",10/1/2017,101,13121008500
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$1,219.66 ",2014,11/1/2020,101,13121008500
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for Fulton Tax Capital IV, LLC;InVesta Services of GA as nominee for Fulton Tax Capital IV, LLC","$2,746.80 ","20,122,013",3/1/2015,101,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,364.70 ","2,015,201,620,172,010,000,000,000,000",8/1/2022,100,13121008500
,"$16,689.46 ","201,120,122,013,201,000,000,000",7/1/2018,600,13121008500
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODAIN FOR GSRAN-Z","$9,030.74 ","2,013,201,420,152,010,000,000,000,000",2/1/2021,100,13121006300
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODAIN FOR GSRAN-Z","$8,636.26 ","2,013,201,420,152,010,000,000,000,000",10/1/2020,100,13121006300
,"$9,782.77 ","201,320,142,015",10/1/2016,699,13121008500
"Elite Capital Investments , LLC.","$12,408.84 ","2,012,201,320,142,010,000,000,000,000",11/1/2019,100,13121005700
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$10,394.84 ","2,014,201,520,162,010,000,000,000,000",9/1/2021,100,13121008601
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$9,160.78 ","201,120,122,013,201,000,000,000",11/1/2018,101,13121008601
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY",$604.55 ,2018,5/1/2021,100,13121008601
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$22,866.30 ",2015,5/1/2017,2C1,13121012000
,"$6,523.95 ","201,520,162,017,201,000,000,000",6/1/2022,200,13121008601
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$5,803.61 ","201,720,182,019",11/1/2020,300,13121012000
,"$6,878.37 ","200,820,092,010,201,000,000,000",2/1/2015,100,13121012000
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$10,331.93 ","2,014,201,520,162,010,000,000,000,000",9/1/2021,100,13121012000
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$1,435.50 ",2020,9/1/2022,101,13121008601
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,700.81 ","201,120,122,013,201,000,000,000",12/1/2018,101,13121008601
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,906.17 ","2,013,201,720,182,010",11/1/2020,101,13121008601
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,740.44 ","201,120,122,013,201,000,000,000",11/1/2018,100,13121008601
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$8,118.02 ","201,120,122,013,201,000,000,000",3/1/2019,100,13121008601
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$9,849.24 ","201,120,122,013,201,000,000,000",11/1/2018,100,13121008601
